Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.24938289052195214,0.5447091442569114,0.3818703060647662,0.4380414008452448,0.46880333252577455
f1,0.2856302984198451,0.3841605218970195,0.3830024767168044,0.4303450468064723,0.40676636301158375
