Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.5069739427710032,0.9167353091604081,0.8445503243694312,0.8810506339336186,0.9068925139303885
f1,0.6106706310060753,0.876911638812294,0.8450222296160665,0.8615269641802576,0.871967031716543
