Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.2493808716250774,0.5684984790976877,0.3892628334544671,0.4917999138604,0.7288735901370158
f1,0.27788372141142464,0.4121018617169606,0.39011049358921485,0.44949442138757134,0.7020429422177468
