Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.2542921747557135,0.5684984790976877,0.3999387601281326,0.4368327545828959,0.47660031225604993
f1,0.2883455633487027,0.4121018617169606,0.4008823907636587,0.4046566088510225,0.3991263508106594
