Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.5119007241110124,0.6845776467738028,0.5627574093515303,0.6255316428436836,0.7879370911733827
f1,0.5288223470520751,0.5563966515266301,0.5626501804785448,0.5981252370671843,0.7739017894238849
