Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.24609747234111284,0.5447091442569114,0.38351637998331045,0.4593952730894506,0.6849814261487523
f1,0.28019908455596504,0.3841605218970195,0.3850578847980934,0.45067010309571054,0.657670659550929
