Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.5003997415812,0.6977031683221621,0.5693349753694581,0.6640609437669924,0.6210046030848744
f1,0.5204422796325722,0.5734687263163346,0.5699970079503972,0.6110090168963571,0.5828438751846112
