Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.5069719238741285,0.8043480309025816,0.6870467576516193,0.7485659102533043,0.8519307383778836
f1,0.5571069574126635,0.7171298065663344,0.6890923227074197,0.7217883758387549,0.8251254740633815
