Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.5086173248270478,0.9331422110958572,0.8785895986433012,0.9138644378045169,0.9442124956257234
f1,0.6222825477494707,0.9008695843008098,0.8785855598574319,0.8983083127909238,0.9259584401890962
