Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.5110810519798649,0.6845776467738028,0.5660414816011199,0.5963653126598294,0.6021158039247355
f1,0.5280306342170054,0.5563966515266301,0.5659177670959039,0.558010650952047,0.5594644926783334
