Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.506559395946055,0.791632345419796,0.6607869660017766,0.7411962636948505,0.8314180731648226
f1,0.5522344444746269,0.6995651546694969,0.6622491967608883,0.7052362524492112,0.8012524206018943
