Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.25676599639290426,0.8609518425798809,0.7432373684352203,0.7617055640797867,0.8506985383186627
f1,0.35497688292255225,0.7966226539273173,0.7467118312629649,0.7584233122529612,0.79365757741488
