Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.5004010875124498,0.8043480309025816,0.6813077068023365,0.7387163853670354,0.7723458235753318
f1,0.5512205876140317,0.7171298065663344,0.683403195047647,0.7126367794289972,0.7218164596547523
