Metric,Random,Majority,Class ratio,Gaussian NB,XGBoost
acc.,0.5065607418773049,0.791632345419796,0.6632486742577189,0.7181889149102264,0.7502025626530997
f1,0.5522237120827156,0.6995651546694969,0.6646585744739184,0.6845407288635066,0.6918165793425046
